"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)","station"
"04","1012.6","1014.8","1019.8","2011-04-09 09:39","1001.8","2011-04-27 02:47","21.5","29.3","2011-04-27 14:04","14.5","2011-04-06 05:34","15.8","3.1","240","15.3","50","2011-04-23 04:09","64.2","57.2","11","5.0","2011-04-03 13:41","11.5","2011-04-03 13:35","21.5","2011-04-03 00:00","71","84.1","124.5","347.75","...","...","...","7.6","hualien"
"05","1007.5","1009.7","1014.2","2011-05-14 22:28","993.4","2011-05-28 08:33","24.7","31.5","2011-05-12 13:51","19.5","2011-05-17 17:48","20.6","2.5","20","17.2","30","2011-05-28 04:16","180.4","143.2","18","8.0","2011-05-27 22:18","15.0","2011-05-27 21:49","58.5","2011-05-27 00:00","79","84.1","83.9","363.08","...","...","...","8.6","hualien"
"06","1004.7","1006.9","1010.2","2011-06-30 22:01","988.9","2011-06-25 00:27","27.5","33.4","2011-06-08 11:55","23.7","2011-06-04 04:30","22.9","3.2","170","18.3","180","2011-06-10 16:07","83.8","35.3","8","5.5","2011-06-21 18:17","14.5","2011-06-21 17:27","48.1","2011-06-21 00:00","76","109.0","213.9","551.79","...","...","...","6.0","hualien"
"07","1003.6","1005.8","1009.6","2011-07-01 00:01","994.5","2011-07-19 03:52","28.4","33.3","2011-07-31 12:15","24.5","2011-07-13 03:38","23.8","2.8","240","13.4","170","2011-07-14 14:15","45.5","23.9","8","6.0","2011-07-11 01:20","11.0","2011-07-11 00:29","11.0","2011-07-11 00:00","77","123.3","269.5","645.31","...","...","...","4.5","hualien"
"08","1004.0","1006.2","1011.1","2011-08-19 21:31","992.4","2011-08-30 14:42","28.7","34.2","2011-08-26 12:25","24.1","2011-08-28 18:40","23.2","3.0","240","16.4","170","2011-08-28 10:55","375.0","57.2","7","21.5","2011-08-28 18:24","79.5","2011-08-28 17:41","280.0","2011-08-28 00:00","73","137.5","253.5","593.24","...","...","...","4.5","hualien"
"09","1007.0","1009.2","1012.5","2011-09-22 08:45","998.2","2011-09-01 02:07","26.8","32.2","2011-09-14 13:40","21.8","2011-09-22 22:54","21.5","2.5","240","12.4","80","2011-09-12 15:32","148.0","34.5","8","11.0","2011-09-02 16:33","29.5","2011-09-02 16:09","46.5","2011-09-30 00:00","73","100.6","170.2","438.94","...","...","...","6.3","hualien"
"10","1012.5","1014.7","1017.3","2011-10-26 21:00","1006.7","2011-10-03 14:20","24.7","30.3","2011-10-04 12:38","20.1","2011-10-20 03:52","20.0","3.5","30","22.6","10","2011-10-02 22:01","487.0","109.9","15","10.5","2011-10-01 20:21","33.5","2011-10-03 06:32","163.0","2011-10-02 00:00","76","72.9","70.6","270.06","...","...","...","8.6","hualien"
"11","1014.1","1016.3","1025.0","2011-11-21 08:07","1004.2","2011-11-09 14:55","23.0","30.2","2011-11-06 12:19","17.2","2011-11-24 23:57","18.9","2.8","250","19.4","30","2011-11-23 22:55","517.5","137.6","15","12.5","2011-11-15 19:46","40.5","2011-11-17 06:04","263.5","2011-11-17 00:00","78","61.4","81.5","208.56","...","...","...","7.9","hualien"
"12","1018.3","1020.6","1025.9","2011-12-25 09:05","1009.3","2011-12-02 14:13","19.0","26.5","2011-12-07 11:58","14.1","2011-12-25 06:00","14.2","3.7","40","18.1","60","2011-12-08 16:22","126.5","112.6","17","4.5","2011-12-27 16:44","13.0","2011-12-06 21:25","42.5","2011-12-06 00:00","74","58.1","28.5","167.75","...","...","...","9.5","hualien"
"01","1016.7","1019.0","1025.1","2012-01-11 21:16","1004.6","2012-01-16 04:22","17.8","24.8","2012-01-08 14:01","12.7","2012-01-05 05:21","13.6","3.0","40","18.4","40","2012-01-25 03:16","53.0","100.6","15","2.0","2012-01-21 10:02","5.0","2012-01-21 10:01","13.5","2012-01-23 00:00","77","40.0","48.3","157.55","...","...","...","8.8","hualien"
"02","1015.1","1017.4","1022.9","2012-02-02 21:24","1004.4","2012-02-06 17:00","18.7","27.1","2012-02-13 12:35","12.4","2012-02-09 04:00","14.7","3.1","40","18.1","30","2012-02-07 05:15","98.5","128.4","14","3.5","2012-02-25 07:32","9.5","2012-02-20 16:29","20.0","2012-02-25 00:00","78","43.1","42.7","173.72","...","...","...","8.9","hualien"
"03","1014.3","1016.6","1023.7","2012-03-27 21:58","1004.2","2012-03-05 14:54","20.8","28.9","2012-03-18 12:39","13.2","2012-03-25 04:35","16.2","3.4","40","19.6","20","2012-03-23 20:45","95.5","96.1","19","8.0","2012-03-18 18:33","21.5","2012-03-18 18:20","31.5","2012-03-18 00:00","76","73.9","105.3","304.47","...","...","...","8.2","hualien"
"04","1010.4","1012.6","1021.2","2012-04-01 00:01","1000.2","2012-04-25 15:26","22.8","30.3","2012-04-25 12:05","16.2","2012-04-06 23:50","18.4","2.7","240","18.0","40","2012-04-26 06:39","95.0","97.3","18","5.5","2012-04-21 00:01","14.0","2012-04-20 19:52","26.0","2012-04-20 00:00","77","77.2","89.0","298.23","...","...","...","8.6","hualien"
"05","1006.2","1008.4","1011.6","2012-05-18 22:23","1000.9","2012-05-20 05:23","25.2","32.3","2012-05-15 11:49","18.8","2012-05-18 19:08","21.0","2.7","240","15.6","50","2012-05-17 15:25","398.5","155.6","21","9.5","2012-05-29 18:17","27.5","2012-05-29 13:07","153.0","2012-05-29 00:00","78","95.3","112.8","379.90","...","...","...","8.1","hualien"
"06","1001.9","1004.1","1009.4","2012-06-30 22:30","993.9","2012-06-20 17:00","26.9","33.5","2012-06-08 12:59","21.5","2012-06-13 21:56","23.2","2.7","240","14.6","170","2012-06-30 14:28","352.5","128.5","19","8.0","2012-06-28 21:26","19.0","2012-06-03 15:25","81.0","2012-06-03 00:00","81","91.4","145.1","428.61","...","...","...","7.4","hualien"
"07","1003.9","1006.1","1010.4","2012-07-01 21:44","989.0","2012-07-31 15:58","28.5","34.6","2012-07-15 11:29","24.4","2012-07-28 08:36","23.2","3.1","240","25.9","20","2012-07-31 17:50","275.5","57.9","10","12.5","2012-07-31 06:52","29.5","2012-07-31 14:56","125.0","2012-07-31 00:00","74","163.2","276.0","623.50","...","...","...","4.9","hualien"
"08","1000.4","1002.6","1009.2","2012-08-31 21:24","968.4","2012-08-02 02:30","28.1","33.7","2012-08-08 15:04","23.9","2012-08-24 15:33","23.4","3.1","240","26.5","180","2012-08-02 03:12","485.5","79.7","12","21.5","2012-08-02 03:56","67.0","2012-08-02 03:37","149.5","2012-08-02 00:00","76","119.8","195.9","491.53","...","...","...","6.0","hualien"
"09","1008.2","1010.4","1014.1","2012-09-30 20:30","995.5","2012-09-28 13:15","26.8","32.3","2012-09-13 12:33","21.7","2012-09-20 05:59","21.1","3.0","240","21.4","50","2012-09-28 07:39","72.0","29.6","8","11.0","2012-09-01 00:33","28.0","2012-09-01 00:10","31.5","2012-09-01 00:00","71","121.1","178.9","445.75","...","...","...","6.2","hualien"
"10","1012.2","1014.4","1018.6","2012-10-21 08:31","1006.5","2012-10-13 14:46","24.3","30.4","2012-10-15 12:14","19.2","2012-10-21 04:08","18.5","3.2","40","18.0","30","2012-10-11 12:06","82.5","53.0","9","4.5","2012-10-29 09:17","9.0","2012-10-29 08:43","32.0","2012-10-29 00:00","71","104.6","147.7","356.97","...","...","...","6.6","hualien"
"11","1014.5","1016.8","1020.4","2012-11-15 21:18","1006.9","2012-11-23 04:15","21.4","28.5","2012-11-10 13:21","16.3","2012-11-27 03:05","17.5","2.7","30","20.4","40","2012-11-26 12:36","101.5","108.8","18","2.5","2012-11-29 09:52","9.0","2012-11-29 09:15","33.0","2012-11-17 00:00","79","45.7","44.2","158.34","...","...","...","9.0","hualien"
"12","1016.6","1018.9","1025.0","2012-12-24 09:07","1008.5","2012-12-02 14:17","18.8","26.6","2012-12-02 11:05","10.5","2012-12-31 05:05","14.9","3.2","40","23.2","30","2012-12-30 04:36","193.0","144.1","20","8.0","2012-12-17 15:41","22.0","2012-12-17 15:39","43.0","2012-12-08 00:00","78","54.8","48.0","164.34","...","...","...","9.0","hualien"
"01","1018.0","1020.3","1028.1","2013-01-18 09:50","1004.4","2013-01-13 14:17","18.4","25.9","2013-01-22 12:34","12.4","2013-01-01 01:19","13.0","3.3","40","20.9","50","2013-01-17 17:01","58.0","68.7","14","2.5","2013-01-28 06:54","6.5","2013-01-28 06:46","14.0","2013-01-12 00:00","72","58.2","77.5","201.38","...","...","...","8.1","hualien"
"02","1016.6","1018.9","1024.0","2013-02-24 08:23","1009.3","2013-02-18 15:11","20.7","27.2","2013-02-04 12:57","15.8","2013-02-01 05:09","16.1","3.2","40","18.4","40","2013-02-08 04:13","70.0","50.9","14","2.5","2013-02-05 17:35","8.0","2013-02-05 16:48","26.0","2013-02-02 00:00","75","61.3","72.5","255.56","...","...","...","8.6","hualien"
"03","1013.9","1016.1","1025.1","2013-03-05 08:57","1004.1","2013-03-18 13:31","21.4","28.8","2013-03-24 11:12","14.6","2013-03-04 01:19","15.8","3.2","240","19.1","30","2013-03-13 22:56","56.0","55.0","10","6.0","2013-03-18 19:15","11.5","2013-03-18 18:53","26.0","2013-03-18 00:00","71","85.3","121.0","336.77","...","...","...","7.5","hualien"
"04","1010.9","1013.2","1019.7","2013-04-12 08:59","996.5","2013-04-06 03:53","21.5","29.5","2013-04-24 13:23","15.5","2013-04-07 06:48","17.9","2.9","240","19.6","30","2013-04-06 13:26","126.0","120.8","19","3.5","2013-04-09 17:24","6.5","2013-04-03 04:53","21.0","2013-04-12 00:00","80","66.2","63.6","257.41","...","...","...","8.9","hualien"
"05","1007.7","1009.9","1016.1","2013-05-04 22:20","999.7","2013-05-19 14:49","24.9","33.5","2013-05-28 13:09","17.9","2013-05-01 18:54","22.0","2.3","240","18.3","50","2013-05-01 01:02","425.7","168.7","24","8.5","2013-05-05 21:52","23.5","2013-05-06 06:45","162.0","2013-05-06 00:00","84","86.7","94.9","420.54","...","...","...","8.4","hualien"
"06","1004.5","1006.7","1011.6","2013-06-05 21:57","997.5","2013-06-19 16:48","27.8","33.8","2013-06-09 12:24","23.5","2013-06-06 05:04","23.4","2.8","240","16.5","160","2013-06-21 09:06","175.5","65.9","12","11.0","2013-06-11 22:51","36.0","2013-06-11 22:24","46.5","2013-06-11 00:00","77","128.7","179.3","529.80","...","...","...","6.0","hualien"
"07","1006.5","1008.7","1012.1","2013-07-08 09:18","967.1","2013-07-13 03:41","28.3","36.3","2013-07-12 10:41","23.4","2013-07-18 07:28","23.4","3.4","230","23.7","230","2013-07-13 07:33","42.5","31.5","8","6.0","2013-07-17 13:50","22.0","2013-07-17 13:32","24.0","2013-07-17 00:00","75","166.1","275.2","680.13","...","...","...","4.5","hualien"
"08","1004.0","1006.2","1012.7","2013-08-03 21:53","982.0","2013-08-21 18:08","28.3","33.6","2013-08-10 13:28","23.6","2013-08-16 21:09","23.4","3.1","230","17.8","190","2013-08-22 15:25","72.1","44.5","15","3.0","2013-08-24 17:43","6.5","2013-08-31 18:35","26.0","2013-08-21 00:00","76","139.6","220.6","680.81","...","...","...","5.4","hualien"
"09","1007.8","1010.0","1013.8","2013-09-08 09:00","996.1","2013-09-21 04:56","26.8","31.9","2013-09-11 11:34","22.1","2013-09-05 05:18","21.7","3.0","80","23.0","20","2013-09-21 05:01","489.6","101.4","15","13.5","2013-09-18 19:49","49.5","2013-09-18 19:33","152.5","2013-09-22 00:00","74","116.2","179.7","589.31","...","...","...","6.0","hualien"
"10","1011.0","1013.2","1019.7","2013-10-17 08:24","995.2","2013-10-06 14:29","24.6","33.2","2013-10-05 13:16","17.8","2013-10-27 05:40","19.0","3.4","240","19.0","50","2013-10-03 11:52","175.5","45.7","13","7.0","2013-10-12 21:48","20.0","2013-10-06 22:58","77.0","2013-10-12 00:00","72","105.9","156.7","576.19","...","...","...","6.9","hualien"
"11","1016.4","1018.7","1023.8","2013-11-29 08:55","1006.7","2013-11-25 03:53","21.5","28.9","2013-11-10 12:45","13.3","2013-11-30 05:30","17.2","3.3","40","20.0","60","2013-11-25 11:32","184.5","64.3","13","10.5","2013-11-22 13:27","32.0","2013-11-01 04:55","77.0","2013-11-01 00:00","77","63.5","68.5","286.19","...","...","...","8.7","hualien"
"12","1016.9","1019.2","1023.8","2013-12-22 09:09","1006.7","2013-12-17 13:56","18.1","26.0","2013-12-16 13:31","11.3","2013-12-28 05:59","13.1","3.1","40","18.9","40","2013-12-09 22:29","95.5","87.1","11","2.0","2013-12-15 01:12","6.5","2013-12-07 19:55","27.5","2013-12-15 00:00","73","60.1","56.6","270.48","...","...","...","8.7","hualien"
"01","1019.2","1021.5","1027.9","2014-01-19 08:42","1009.6","2014-01-03 14:49","17.9","25.8","2014-01-30 14:44","9.8","2014-01-23 01:27","11.1","3.5","240","18.9","30","2014-01-15 04:34","4.5","8.9","5","1.0","2014-01-08 21:21","1.5","2014-01-08 20:55","1.5","2014-01-11 00:00","65","80.7","127.4","399.69","...","...","...","7.0","hualien"
"02","1015.6","1017.9","1025.8","2014-02-21 07:03","1005.4","2014-02-03 03:44","17.8","26.0","2014-02-01 12:04","11.5","2014-02-21 06:16","14.0","3.1","240","16.4","40","2014-02-13 17:31","71.1","148.2","21","2.5","2014-02-08 03:54","5.5","2014-02-08 03:16","11.5","2014-02-09 00:00","79","54.9","51.5","249.66","...","...","...","8.9","hualien"
"03","1016.1","1018.4","1024.8","2014-03-14 22:35","1003.9","2014-03-29 17:01","19.3","27.8","2014-03-27 11:57","13.6","2014-03-14 20:10","15.1","3.3","40","19.9","40","2014-03-20 20:36","62.0","62.2","17","6.5","2014-03-27 23:37","15.0","2014-03-27 23:10","15.0","2014-03-27 00:00","77","56.7","58.0","284.42","...","...","...","9.1","hualien"
"04","1012.1","1014.4","1021.0","2014-04-06 08:56","1004.9","2014-04-01 03:38","22.3","29.6","2014-04-27 12:40","17.1","2014-04-05 05:43","18.6","2.8","40","13.9","40","2014-04-28 02:09","103.5","93.4","17","4.0","2014-04-26 14:48","14.5","2014-04-26 14:16","57.5","2014-04-26 00:00","80","68.6","64.0","307.38","...","...","...","9.1","hualien"
"05","1008.5","1010.7","1017.1","2014-05-06 09:07","999.2","2014-05-14 17:13","24.8","31.7","2014-05-27 10:49","17.6","2014-05-06 09:10","22.1","2.3","240","15.7","60","2014-05-05 10:42","235.5","147.0","22","4.5","2014-05-19 13:19","13.0","2014-05-19 12:35","43.5","2014-05-03 00:00","85","68.0","77.4","402.79","...","...","...","8.7","hualien"
"06","1002.9","1005.1","1009.3","2014-06-30 22:35","996.5","2014-06-11 01:06","27.7","34.0","2014-06-18 13:06","23.2","2014-06-14 02:50","24.2","2.6","240","17.1","170","2014-06-21 15:58","66.5","32.7","10","12.5","2014-06-29 22:17","26.5","2014-06-29 22:10","27.0","2014-06-29 00:00","82","104.2","156.0","609.53","...","...","...","7.4","hualien"
"07","1003.7","1005.9","1010.8","2014-07-26 21:14","987.2","2014-07-23 03:41","29.5","35.2","2014-07-21 12:55","24.6","2014-07-24 03:06","24.9","3.2","170","34.6","130","2014-07-23 03:42","333.0","31.7","5","13.5","2014-07-23 08:11","41.0","2014-07-22 23:00","179.0","2014-07-23 00:00","77","158.1","287.6","598.47","...","...","...","4.1","hualien"
"08","1005.3","1007.5","1013.0","2014-08-28 21:39","993.3","2014-08-01 05:05","29.1","35.1","2014-08-15 11:52","24.5","2014-08-21 00:35","24.7","2.8","240","15.4","170","2014-08-19 16:09","23.0","13.6","6","3.0","2014-08-21 00:19","5.5","2014-08-11 17:05","7.0","2014-08-11 00:00","78","146.3","280.8","384.84","...","...","...","4.5","hualien"
"09","1007.2","1009.4","1012.5","2014-09-26 21:16","988.2","2014-09-21 18:53","28.5","34.3","2014-09-14 12:03","23.5","2014-09-30 05:48","24.3","2.9","240","19.5","340","2014-09-21 17:43","177.5","36.4","8","12.0","2014-09-21 16:44","37.5","2014-09-21 16:40","152.5","2014-09-21 00:00","78","140.8","248.1","532.54","...","...","...","4.7","hualien"
"10","1012.5","1014.7","1019.5","2014-10-16 20:14","1001.1","2014-10-10 14:13","25.1","32.6","2014-10-11 14:28","17.8","2014-10-16 04:39","19.4","3.4","40","21.0","10","2014-10-10 16:42","33.0","15.5","4","2.5","2014-10-17 19:27","5.5","2014-10-17 19:15","18.0","2014-10-17 00:00","71","115.0","156.7","377.04","...","...","...","6.6","hualien"
"11","1015.2","1017.5","1021.4","2014-11-18 21:28","1008.7","2014-11-30 14:40","22.6","28.8","2014-11-01 11:15","17.4","2014-11-20 04:11","18.2","3.2","240","19.0","30","2014-11-02 21:37","66.5","72.3","9","2.5","2014-11-15 17:47","11.0","2014-11-15 17:35","34.0","2014-11-15 00:00","77","63.7","128.0","276.18","5","6","2014-11-01 12:00","6.7","hualien"
"12","1020.0","1022.3","1028.2","2014-12-18 08:45","1010.4","2014-12-01 02:41","17.6","25.6","2014-12-10 12:12","12.3","2014-12-18 01:00","12.9","3.3","40","19.6","40","2014-12-01 08:19","50.5","75.0","13","2.5","2014-12-01 04:06","3.0","2014-12-11 02:10","9.0","2014-12-27 00:00","74","50.2","44.3","138.13","...","...","...","9.2","hualien"
"01","1019.7","1022.0","1027.0","2015-01-01 20:00","1010.9","2015-01-06 13:33","17.8","25.8","2015-01-06 13:03","12.9","2015-01-24 04:05","12.6","3.5","40","16.8","60","2015-01-30 21:07","24.5","36.7","7","1.5","2015-01-27 00:27","3.0","2015-01-14 03:27","9.5","2015-01-14 00:00","72","62.2","56.0","198.28","4","6","2015-01-29 13:00","8.9","hualien"
"02","1017.7","1020.0","1027.0","2015-02-01 08:52","1009.3","2015-02-25 14:47","18.5","27.1","2015-02-26 12:26","11.5","2015-02-09 01:40","14.7","3.0","40","18.3","40","2015-02-08 10:54","13.1","38.4","12","1.0","2015-02-05 03:30","1.0","2015-02-17 13:55","3.5","2015-02-01 00:00","79","50.6","69.2","220.22","...","...","...","8.9","hualien"
"03","1016.4","1018.6","1026.3","2015-03-25 22:05","1007.9","2015-03-18 15:42","20.4","28.2","2015-03-31 12:47","14.2","2015-03-10 23:13","16.9","2.9","30","18.1","50","2015-03-04 00:55","88.0","141.6","13","2.5","2015-03-23 19:24","5.5","2015-03-23 18:39","18.5","2015-03-23 00:00","81","70.0","95.6","275.62","...","...","...","8.2","hualien"
"04","1012.4","1014.6","1019.8","2015-04-22 21:46","1000.9","2015-04-20 04:57","22.9","30.2","2015-04-20 14:45","16.3","2015-04-14 04:18","19.6","3.2","20","17.0","170","2015-04-18 18:21","57.0","102.6","16","3.5","2015-04-30 22:19","7.0","2015-04-30 22:11","12.5","2015-04-11 00:00","82","85.5","110.0","348.89","...","...","...","7.9","hualien"
"05","1007.5","1009.7","1013.9","2015-05-21 09:56","1000.8","2015-05-28 16:15","25.6","32.3","2015-05-31 12:09","19.9","2015-05-13 02:00","22.8","2.4","240","13.2","30","2015-05-12 09:09","173.0","132.3","19","12.0","2015-05-09 19:21","26.0","2015-05-09 19:05","31.0","2015-05-31 00:00","85","112.7","142.8","446.73","...","...","...","7.3","hualien"
"06","1005.8","1008.0","1009.9","2015-06-14 22:21","1000.0","2015-06-30 16:01","28.9","33.7","2015-06-30 13:57","24.4","2015-06-09 05:30","25.1","2.8","160","15.5","80","2015-06-24 18:29","115.0","9.8","3","20.5","2015-06-23 18:52","42.5","2015-06-23 18:08","58.0","2015-06-24 00:00","80","145.7","277.1","624.99","...","...","...","4.8","hualien"
"07","1002.7","1004.9","1011.4","2015-07-28 21:46","986.9","2015-07-11 03:10","29.1","33.8","2015-07-02 12:42","24.6","2015-07-08 04:43","24.4","2.7","240","19.6","180","2015-07-19 17:20","11.0","13.6","5","1.0","2015-07-13 15:27","2.5","2015-07-08 18:05","4.5","2015-07-08 00:00","76","166.2","264.2","606.75","...","...","...","5.1","hualien"
"08","1003.3","1005.5","1011.4","2015-08-02 10:53","951.3","2015-08-08 04:22","28.0","34.6","2015-08-07 13:51","23.5","2015-08-27 02:55","24.8","3.1","240","43.5","130","2015-08-08 05:07","544.5","124.9","19","15.0","2015-08-22 23:14","55.5","2015-08-08 04:05","183.0","2015-08-22 00:00","84","126.7","164.6","444.97","...","...","...","6.8","hualien"
"09","1007.9","1010.1","1015.1","2015-09-17 21:34","959.3","2015-09-28 17:28","26.9","32.2","2015-09-06 12:58","22.0","2015-09-11 05:16","22.9","3.0","240","38.8","170","2015-09-28 18:04","259.0","53.7","10","11.0","2015-09-28 18:12","36.0","2015-09-28 18:05","147.0","2015-09-28 00:00","80","115.3","169.0","424.84","...","...","...","7.0","hualien"
